source_block,target_block,total_weight,num_edges,sbm_type
135,102,177.35505834754366,87,flat_lognormal
135,8,1.3977767132683925,8,flat_lognormal
135,70,10.545857635745227,15,flat_lognormal
135,154,0.7952290792503869,10,flat_lognormal
135,134,20.471104330787924,20,flat_lognormal
154,142,7.561862844701005,33,flat_lognormal
154,156,77.14927548201557,63,flat_lognormal
154,103,204.4153202708644,108,flat_lognormal
154,108,102.89866379762115,82,flat_lognormal
154,122,92.13447585853311,58,flat_lognormal
154,6,12.278455274316764,45,flat_lognormal
154,154,82.13806350233261,122,flat_lognormal
154,4,85.99898982449172,91,flat_lognormal
154,175,22.693070595734362,67,flat_lognormal
154,64,3.715046313550131,21,flat_lognormal
154,135,0.38099316333575345,6,flat_lognormal
154,70,56.4469945104655,57,flat_lognormal
154,5,6.540036477594964,61,flat_lognormal
154,22,383.29078996372084,129,flat_lognormal
154,134,19.896781066081793,42,flat_lognormal
154,102,76.30300707865176,153,flat_lognormal
154,53,1.5427135114402772,25,flat_lognormal
154,8,0.11064746360532102,9,flat_lognormal
154,191,0.9612204979309561,21,flat_lognormal
6,64,27.645796258592366,68,flat_lognormal
6,175,501.2725390440713,293,flat_lognormal
6,156,237.80855168736713,97,flat_lognormal
6,154,6.700860662573035,42,flat_lognormal
6,142,58.05181145713669,145,flat_lognormal
6,103,783.284273162129,209,flat_lognormal
6,6,353.17679494398664,281,flat_lognormal
6,108,543.8281622501455,168,flat_lognormal
6,135,6.093135353748058,35,flat_lognormal
6,22,946.2907826796275,198,flat_lognormal
6,191,49.906847944758866,83,flat_lognormal
6,122,20.904853067045334,45,flat_lognormal
6,4,19.234525087115948,63,flat_lognormal
6,5,116.37618253757,117,flat_lognormal
6,134,150.39786985509667,116,flat_lognormal
6,8,97.1181683996131,100,flat_lognormal
6,53,3.6260870182442404,50,flat_lognormal
6,70,83.25487099621975,86,flat_lognormal
6,102,384.741086071983,242,flat_lognormal
6,143,44.45400644181322,51,flat_lognormal
122,142,3.4710262178491957,33,flat_lognormal
